20,38,5
20,18,1
20,77,5
20,76,3
20,59,3
20,40,1
20,53,3
20,21,5
20,2,1
20,55,3
20,19,1
20,25,5
20,50,3
21,35,3
21,40,5
21,69,1
21,69,1
21,45,3
21,77,3
21,64,5
21,30,1
21,28,1
21,16,5
21,37,3
21,31,1
21,34,5
21,16,5
21,29,3
21,46,3
21,26,1
21,2,1
21,44,5
21,51,3
21,22,5
21,69,3
21,54,5
21,72,3
21,70,3
21,4,1
21,8,5
21,9,1
21,63,1
21,44,1
21,66,5
22,53,5
22,54,3
22,53,1
22,43,1
22,63,1
22,56,5
22,48,5
22,58,5
22,51,1
22,13,3
22,13,3
22,67,5
22,55,3
22,51,1
22,40,5
22,17,5
22,76,1
22,57,3
22,39,1
22,43,5
22,48,3
22,58,3
22,68,5
22,8,1
22,64,3
22,47,1
22,30,5
22,35,1
22,63,5
22,58,1
22,58,5
23,32,3
23,12,3
23,40,1
23,8,5
23,4,3
23,38,5
23,71,3
23,35,3
23,45,3
23,52,1
23,45,3
23,66,5
23,68,3
23,61,1
23,68,3
23,53,3
23,6,1
23,73,3
23,27,5
23,4,5
23,80,5
23,42,1
23,62,3
23,4,5
23,24,1
23,72,3
23,78,1
23,26,5
23,49,3
23,37,3
23,68,3
24,25,1
24,19,5
24,72,3
24,15,1
24,34,3
24,26,5
24,80,1
24,45,1
24,69,5
24,47,3
24,43,3
24,39,1
24,21,3
24,79,3
24,19,5
24,21,1
24,19,3
24,21,5
24,58,1
24,28,1
24,61,1
24,30,1
24,65,1
24,14,5
24,61,3
24,10,1
24,61,5
24,62,3
24,78,3
24,23,5
24,68,1
25,48,5
25,55,1
25,64,5
25,66,3
25,30,1
25,57,5
25,16,5
25,14,1
25,72,1
25,78,5
25,72,1
25,5,3
25,3,3
25,53,5
25,41,1
25,18,1
25,20,5
25,62,3
25,46,1
25,26,1
25,70,1
25,49,5
25,56,1
25,77,3
25,14,5
25,8,1
25,10,5
25,17,5
25,43,3
25,44,3
25,29,5
26,22,5
26,45,3
26,17,3
26,25,1
26,27,5
26,4,3
26,76,5
26,36,5
26,77,1
26,43,5
26,51,3
26,73,5
26,25,1
26,46,3
26,11,1
26,26,3
26,37,5
26,73,5
26,7,3
26,25,1
26,43,3
26,80,1
26,31,1
26,64,5
26,60,3
26,9,5
26,49,3
26,25,5
26,80,1
26,77,3
26,31,1
27,38,1
27,28,3
27,7,5
27,66,3
27,26,5
27,52,5
27,34,3
27,29,5
27,33,5

27,51,3
27,22,3
27,45,3
21,71,5
21,61,5
21,43,5
21,55,5
21,17,5
21,14,5
21,21,5
21,10,5
21,15,3
6,15,3
12,63,3
12,78,3
4,8,3
12,15,5
4,72,3
3,23,3
13,72,3
16,72,3
18,72,3
13,15,3
6,15,3
6,15,3
6,15,3
6,8,5
6,15,3
6,15,3
6,15,5
4,63,3
3,63,3
12,72,3
15,72,3
10,72,3
11,72,3
9,72,3
14,72,3
9,15,3
28,72,3
28,69,5
28,46,5
28,55,5
28,24,5
28,30,5
28,28,5
28,26,5
28,10,5
28,20,5
28,3,5
28,4,5
28,7,5
28,2,5
28,72,5
28,15,5
28,8,5
28,63,5
28,71,5
28,57,5
16,64,5
16,56,5
16,47,5
16,39,5
16,4,5
16,30,5
16,17,5
16,40,5
16,77,5
16,67,5
16,28,5
16,54,5
16,73,5
16,15,5
16,30,3
16,48,5
16,68,5
16,45,5
16,12,5
16,15,3
16,22,5
16,37,5
16,48,3
16,27,5
28,39,5
28,61,5
28,59,5
28,73,5
28,54,5
28,62,5
28,56,5
29,15,5
29,72,5
29,78,5
29,72,3
29,60,5
29,63,5
21,60,3
21,6,3
21,48,3
6,70,3
6,64,3
6,50,3
14,63,3
13,8,3
6,60,5
6,15,3
6,60,3
6,60,5
6,63,5
15,15,3
15,8,3
4,11,3
21,15,5
21,15,3
21,15,5
21,15,3
21,63,5
21,60,5
21,78,5
21,60,3
21,63,3
21,63,5
21,57,5
21,15,5
21,72,5
21,78,3
21,60,5
21,71,3
6,15,5
6,57,5
11,60,3
6,63,3
6,71,3
6,8,3
6,57,3
6,78,3
6,15,3
6,15,5
6,63,5
6,8,5
6,71,5
6,57,5
6,57,3
6,60,3
6,71,3
6,63,3
6,71,5
6,63,5
3,63,5
3,63,3
6,31,3
6,57,5
6,78,5
6,39,5
5,72,3
5,15,3
5,8,5
5,8,3
5,8,5
5,15,5
5,60,5
5,72,5
5,72,3
5,72,3
5,72,3
5,72,3
5,72,5
5,72,1
5,72,3
5,65,3
5,57,3
5,72,5
4,10,3
4,72,5
5,35,3
